            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau     time  umdpAlg     ubTime       ub     lb  p1  p2  p3    disp  dispReal  umdpTime  timeLastEC      ecTtb  ecIterTb  ecNumAlt   ecTime  ecInsertTime    ecNodes      lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
   weee-400-11-100-4          weee   400  11    79801     1         0     1  0.001   none      umdp    1  16.2641       ec  0.0279018    79800    391   4   8   8    1990  0.925352   16.2233      8.1055  0.0576505         4         6  16.2227       16.2071    6051647  0.00441154          5       89        77        6        0             NA              0
 study-4000-65-000-7         study  4000  65       63     0   7997938     1  0.001   none      umdp    1  1800.07       ec    12.8245       62     11   4   8   8      20        31   1782.92      373.88    82.9155       115       119  1782.83       1725.84   21837217     3.06033        109     1858      1634      105        0             NA              0
  weee-3600-59-025-2          weee  3600  59  6478145  0.25        56     1  0.001   none      umdp    1  1800.04       ec    26.5204  6478144  30504   4   8   8  217012   1.08357   1771.67     1553.84    246.163       274       275  1771.61       1680.23   73924494      5.4587        240     3395      1594     1526        0             NA              0
 study-1600-29-000-7         study  1600  29       58     0   1279143     1  0.001   none      umdp    1  1800.01       ec   0.803727       57     12   4   8   8      18        31   1798.74     1790.79    9.20982        51        53  1798.73       1794.66   76212344     0.31536         44      603       514       36        0             NA              0
 study-2800-47-010-6         study  2800  47       59   0.1   3918542     1  0.001   none      umdp    1  1800.03       ec    4.24146       58     12   4   8   8      20        31   1793.95     1759.95    40.0724        98        99  1793.91        1770.4   33431985     1.34574         88     1175      1001       75        0             NA              0
 study-3600-59-000-1         study  3600  59       61     0   6478140     1  0.001   none      umdp    1  1800.05       ec    9.34702       60     14   4   8   8      21        31   1787.39     1705.17    94.8522       127       128  1787.32       1737.55   22098602     2.37129        109     1534      1337       69        0             NA              0
 study-3200-53-010-6         study  3200  53       61   0.1   5118340     1  0.001   none      umdp    1  1800.04       ec    6.40492       60     12   4   8   8      19        31   1791.12     216.126    51.4279       110       113  1791.06       1755.99   28221664     1.83628         99     1344      1159       72        0             NA              0
  weee-4000-65-075-4          weee  4000  65  7997891  0.75       110     1  0.001   none      umdp    1  1800.06       ec    38.1508  7997890  13794   4   8   8  285374   1.11619   1759.59     712.118    1087.89       648       649  1759.51       1491.67   63173369      11.221        487     6063      2949     2465        0             NA              0
  weee-3600-59-050-8          weee  3600  59  6478121   0.5        80     1  0.001   none      umdp    1  1800.04       ec    26.7571  6478120  54463   4   8   8  222769   1.09768   1771.46     1574.41     225.59       341       343  1771.41       1656.02   83104273     6.53432        281     4022      1935     1744        0             NA              0
 study-1600-29-000-5         study  1600  29       56     0   1279145     1  0.001   none      umdp    1  1800.01       ec   0.803056       55      9   4   8   8      17        31   1798.72     948.242    7.66689        60        64  1798.71       1793.75   86993929     0.34661         56      611       513       34        0             NA              0
  weee-3200-53-100-5          weee  3200  53  5118377     1        24     1  0.001   none      umdp    1  1800.04       ec    17.8316  5118376  32337   4   8   8  161927    1.0507   1780.85     1637.59    162.413       158       160  1780.81       1737.77  110422421     3.57869        132     2955      1878      917        0             NA              0
  weee-3600-59-025-7          weee  3600  59  6478147  0.25        54     1  0.001   none      umdp    1  1800.03       ec    26.2441  6478146  37002   4   8   8  203803   1.04908   1771.94     1656.52    143.489       121       122  1771.89       1731.45   95550394     3.69878        104     2496      1367     1007        0             NA              0
  study-400-11-010-4         study   400  11       49   0.1     79752     1  0.001   none      umdp    1  1.68178       ec  0.0147582       48      5   4   8   8      15        31   1.64913       1.082  0.0761472         9        22  1.64817       1.56025     322871   0.0142741         14      161       118       21        0             NA              0
  weee-2800-47-075-6          weee  2800  47  3918579  0.75        22     1  0.001   none      umdp    1  1800.02       ec    11.2656  3918578  17563   4   8   8  118788   1.02772   1787.73     1739.46    60.5614        71        72   1787.7       1772.61  113659156     1.89216         66     1975      1312      591        0             NA              0
 study-1600-29-010-1         study  1600  29       61   0.1   1279140     1  0.001   none      umdp    1  1800.01       ec   0.771794       60      9   4   8   8      20        31   1798.79     1793.43    6.57679        49        50  1798.77       1794.93   87421223    0.356936         47      685       577       58        0             NA              0
  weee-2000-35-075-4          weee  2000  35  1998996  0.75         5     1  0.001   none      umdp    1  1800.01       ec    3.54334  1998995  20523   4   8   8   68462   1.10021   1796.02     1326.35    473.651       209       210  1796.01       1775.15  188134620     1.34099        165     1973      1065      698        0             NA              0
  weee-3600-59-050-1          weee  3600  59  6478133   0.5        68     1  0.001   none      umdp    1  1800.04       ec    26.9473  6478132  45213   4   8   8  226371   1.10648   1771.41     1179.05    620.946       505       507  1771.37          1609   75028103     7.11333        397     4643      2109     2027        0             NA              0
   weee-400-11-050-6          weee   400  11    79801   0.5         0     1  0.001   none      umdp    1  47.8101       ec  0.0272314    79800    482   4   8   8    2248  0.981995   47.7702     23.9957  0.0435808         0         2  47.7696       47.7659   19751844  0.00353264          1       67        50       15        0             NA              0
 study-2000-35-010-9         study  2000  35       57   0.1   1998944     1  0.001   none      umdp    1  1800.02       ec    1.47606       56      6   4   8   8      18        31   1797.77     154.041    13.8924        80        83  1797.74       1788.06   60110658    0.612486         70      899       773       43        0             NA              0
 study-2000-35-000-6         study  2000  35       59     0   1998942     1  0.001   none      umdp    1  1800.01       ec    1.50911       58     14   4   8   8      20        31    1797.7     1785.68    14.3296        63        64  1797.68        1790.1   63139176    0.536067         52      761       656       41        0             NA              0
  weee-1600-29-100-3          weee  1600  29  1279195     1         6     1  0.001   none      umdp    1  1800.01       ec    1.86819  1279194   5008   4   8   8   37717   1.01595   1797.89     1795.58    4.42744        30        31  1797.88       1795.67  247175527    0.404507         27      995       740      224        0             NA              0
  weee-2000-35-100-5          weee  2000  35  1998997     1         4     1  0.001   none      umdp    1  1800.01       ec    3.67819  1998996   7448   4   8   8   69139   1.10335   1795.88      1757.6    42.4073       232       233  1795.86       1772.39  165345187     1.56488        182     2409      1387      789        0             NA              0
  weee-1200-23-075-3          weee  1200  23   719398  0.75         3     1  0.001   none      umdp    1     1800       ec   0.576952   719397   4586   4   8   8   23499   1.07397   1799.29     231.299    3.82227        72        74  1799.29       1796.61  294395217    0.260213         59      890       581      235        0             NA              0
study-2800-47-010-10         study  2800  47       62   0.1   3918539     1  0.001   none      umdp    1  1800.03       ec    4.14491       61     16   4   8   8      21        31   1794.07     1761.28    38.7396       103       104  1794.03       1770.05   38185335     1.30233         89     1196      1022       70        0             NA              0
  weee-1600-29-075-4          weee  1600  29  1279197  0.75         4     1  0.001   none      umdp    1  1800.01       ec    1.78916  1279196  10704   4   8   8   37411   1.00622   1797.96     1795.23    4.76678        36        37  1797.95       1795.45  206342963    0.342583         32      872       656      179        0             NA              0
 study-1600-29-010-9         study  1600  29       59   0.1   1279142     1  0.001   none      umdp    1  1800.01       ec   0.762681       58     13   4   8   8      19        31   1798.79     1650.85    6.14835        56        58  1798.78       1794.38  103154026    0.359634         53      689       570       61        0             NA              0
  study-800-17-000-7         study   800  17       57     0    319544     1  0.001   none      umdp    1  1116.36       ec  0.0751551       56      9   4   8   8      17        31    1116.2     808.373   0.855902        33        38   1116.2       1115.58  130467831   0.0616213         29      295       237       20        0             NA              0
   weee-800-17-100-7          weee   800  17   319601     1         0     1  0.001   none      umdp    1     1800       ec   0.166338   319600   1464   4   8   8    9088  0.992865   1799.78     726.344   0.566811        18        20  1799.78       1799.51  419606856   0.0414975         16      322       253       49        0             NA              0
   weee-400-11-100-8          weee   400  11    79801     1         0     1  0.001   none      umdp    1  8.31912       ec  0.0270373    79800    830   4   8   8    1831  0.896163   8.27941     4.13984   0.041642         0         2  8.27887       8.27695    2964034  0.00183016          1       41        39        0        0             NA              0
 study-1200-23-000-4         study  1200  23       56     0    719345     1  0.001   none      umdp    1     1800       ec   0.259891       55      9   4   8   8      17        31   1799.53     1545.87    4.69148        54        59  1799.52       1797.09  140531068    0.157951         41      430       345       26        0             NA              0
   weee-800-17-100-4          weee   800  17   319601     1         0     1  0.001   none      umdp    1     1800       ec   0.168495   319600    682   4   8   8    6975  0.868085   1799.78     1799.78   0.231844         0         1  1799.78       1799.77  484297135  0.00981303          1       97        93        3        0             NA              0
  weee-4000-65-050-5          weee  4000  65  7997903   0.5        98     1  0.001   none      umdp    1  1800.04       ec    37.2002  7997902  68652   4   8   8  270737   1.08821   1760.73      916.26    883.744       347       348  1760.68        1624.5   82243163     6.89508        286     4252      2106     1798        0             NA              0
  study-400-11-000-2         study   400  11       52     0     79749     1  0.001   none      umdp    1  31.6902       ec  0.0156991       51     11   4   8   8      16        31   31.6564     16.9873  0.0852118        11        18  31.6556       31.5915    6530808    0.010019         14      117        88       11        0             NA              0
  weee-4000-65-050-7          weee  4000  65  7997904   0.5        97     1  0.001   none      umdp    1  1800.05       ec    37.8924  7997903  10740   4   8   8  285378   1.11591   1760.06     979.501    820.506       659       660     1760       1502.09   70079741     9.43654        505     5419      2180     2579        0             NA              0
   weee-400-11-075-6          weee   400  11    79801  0.75         0     1  0.001   none      umdp    1  49.8427       ec  0.0239183    79800    538   4   8   8    2248  0.981995   49.8074     24.8937  0.0441639         2         4  49.8069       49.7981   20238581  0.00386323          3       94        79       11        0             NA              0
  weee-2400-41-050-8          weee  2400  41  2878785   0.5        16     1  0.001   none      umdp    1  1800.02       ec    6.35045  2878784  19552   4   8   8   99433   1.10301      1793     1750.36     49.644       255       256  1792.98       1756.89  149060015     2.05843        205     2424      1206      962        0             NA              0
 study-1600-29-000-1         study  1600  29       61     0   1279140     1  0.001   none      umdp    1  1800.01       ec   0.736552       60     14   4   8   8      20        31   1798.84      1793.2    6.80652        50        51  1798.83          1795   83748942    0.307393         47      657       567       39        0             NA              0
   weee-400-11-050-2          weee   400  11    79801   0.5         0     1  0.001   none      umdp    1  9.97399       ec  0.0277357    79800    260   4   8   8    2410   1.02263   9.93334     4.96721  0.0487416         1         3  9.93271       9.92463    3590021  0.00500939          2       88        65       20        0             NA              0
 study-2000-35-000-2         study  2000  35       58     0   1998943     1  0.001   none      umdp    1  1800.01       ec    1.49031       57      8   4   8   8      18        31   1797.75     797.481    1002.52        60        62  1797.73       1790.36   65545462    0.577893         56      839       725       52        0             NA              0
 weee-2400-41-050-10          weee  2400  41  2878788   0.5        13     1  0.001   none      umdp    1  1800.02       ec    6.49409  2878787    145   4   8   8  103643    1.1216   1792.86      1457.8    342.207       440       441  1792.84       1730.02  140904429     2.81997        305     3098      1378     1279        0             NA              0
  study-800-17-000-1         study   800  17       55     0    319546     1  0.001   none      umdp    1     1800       ec  0.0825147       54      7   4   8   8      16        31   1799.84     1534.26    10.3136        26        30  1799.83       1799.31  197110396   0.0569951         24      289       243       16        0             NA              0
  weee-3200-53-100-8          weee  3200  53  5118364     1        37     1  0.001   none      umdp    1  1800.04       ec    16.5601  5118363  43533   4   8   8  178575   1.10506   1782.17     1639.53    160.481       444       445  1782.12       1668.76  105513307     5.72991        363     4535      2404     1686        0             NA              0
  weee-1200-23-025-9          weee  1200  23   719399  0.25         2     1  0.001   none      umdp    1     1800       ec   0.580756   719398   6122   4   8   8   18331  0.936756   1799.29     1798.93    1.06734         8         9  1799.28       1798.95  292945022   0.0586127          9      254       202       43        0             NA              0
  weee-3200-53-075-9          weee  3200  53  5118362  0.75        39     1  0.001   none      umdp    1  1800.04       ec    17.3598  5118361  30347   4   8   8  182601    1.1202   1781.37      512.49    1287.52       482       483  1781.32       1658.82  104191922     5.93909        379     4523      2127     1913        0             NA              0
  weee-3600-59-025-8          weee  3600  59  6478121  0.25        80     1  0.001   none      umdp    1  1800.04       ec    25.7057  6478120  19427   4   8   8  222769   1.09768   1772.61     1478.74    321.276       337       338  1772.56       1664.07   87853972     5.80608        286     3785      1665     1782        0             NA              0
  study-400-11-010-7         study   400  11       50   0.1     79751     1  0.001   none      umdp    1   149.49       ec  0.0155605       49      9   4   8   8      16        32    149.46     120.801   0.299814        22        24  149.459       149.376   28352761    0.013003         17      194       155       15        0             NA              0
  weee-4000-65-025-3          weee  4000  65  7997907  0.25        94     1  0.001   none      umdp    1  1800.04       ec    36.6353  7997906  24313   4   8   8  269334     1.086    1761.4     1490.06    309.966       323       324  1761.34       1636.51   80159289     6.22358        267     3814      1696     1794        0             NA              0
 study-4000-65-000-4         study  4000  65       60     0   7997941     1  0.001   none      umdp    1  1800.06       ec     12.196       59     12   4   8   8      19        31    1783.6     857.032    80.0921       124       127  1783.51       1726.83   24514245      2.7873        111     1834      1619       88        0             NA              0
  study-400-11-010-5         study   400  11       51   0.1     79750     1  0.001   none      umdp    1   80.715       ec  0.0143545       50      8   4   8   8      15        31   80.6826      37.561  0.0817053        10        14  80.6817       80.6302   16064969   0.0114625         10      138       103       21        0             NA              0
 weee-1600-29-025-10          weee  1600  29  1279200  0.25         1     1  0.001   none      umdp    1  1800.01       ec    1.81667  1279199  14783   4   8   8   39733   1.04167   1797.93     1795.55    4.45661        28        29  1797.92        1795.9  244459042    0.365323         29      862       541      292        0             NA              0
study-4000-65-000-10         study  4000  65       62     0   7997939     1  0.001   none      umdp    1  1800.06       ec    12.4856       61     10   4   8   8      21        31   1783.32      1349.4    102.203       147       150  1783.23       1713.35   22179786     2.84409        127     1678      1425      103        0             NA              0
 weee-3600-59-100-10          weee  3600  59  6478145     1        56     1  0.001   none      umdp    1  1800.05       ec     25.238  6478144   8299   4   8   8  210018   1.06402   1773.02      858.17    941.845       207       208  1772.96       1703.02   87207403     5.20073        185     3874      2432     1234        0             NA              0
  weee-2000-35-100-4          weee  2000  35  1998996     1         5     1  0.001   none      umdp    1  1800.01       ec     3.5681  1998995  16234   4   8   8   68462   1.10021   1796.02     1406.14    393.856       212       214     1796       1774.25  187996747     1.44944        174     2242      1296      732        0             NA              0
 study-4000-65-010-5         study  4000  65       61   0.1   7997940     1  0.001   none      umdp    1  1800.06       ec    12.8509       60     12   4   8   8      20        31   1783.06     1351.87    88.6143       112       114  1782.98        1728.2   22117780     2.90379        106     1784      1571       99        0             NA              0
 study-3600-59-000-8         study  3600  59       58     0   6478143     1  0.001   none      umdp    1  1800.05       ec    8.99062       57     10   4   8   8      18        31   1787.67     1728.35    71.6598       119       120  1787.61       1740.94   25971089     2.38798        108     1586      1371       95        0             NA              0
  weee-2800-47-100-6          weee  2800  47  3918579     1        22     1  0.001   none      umdp    1  1800.03       ec    11.2143  3918578  20006   4   8   8  118788   1.02772   1787.76     1742.51    57.5098        81        82  1787.73       1770.56  128840089     1.96157         74     2052      1409      561        0             NA              0
 study-4000-65-000-1         study  4000  65       62     0   7997939     1  0.001   none      umdp    1  1800.06       ec    12.6325       61     15   4   8   8      21        31   1783.07     298.645    97.1241       132       136     1783        1717.9   23188949     2.93937        123     1725      1500       89        0             NA              0
  weee-400-11-025-10          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  16.9229       ec  0.0258263    79800    825   4   8   8    2044  0.944965   16.8842     8.43615  0.0412189         0         2  16.8836       16.8811    6604092  0.00241071          1       44        35        7        0             NA              0
   weee-400-11-075-2          weee   400  11    79801  0.75         0     1  0.001   none      umdp    1  10.7939       ec  0.0269883    79800    740   4   8   8    2410   1.02263   10.7539     5.36735  0.0635524         6         8  10.7533         10.73    4013851  0.00739502          6      131        99       24        0             NA              0
  weee-3600-59-075-1          weee  3600  59  6478133  0.75        68     1  0.001   none      umdp    1  1800.04       ec    27.1279  6478132  36911   4   8   8  227081   1.10828   1771.22     70.1454    1729.86       495       496  1771.16       1608.13   80739792     7.65505        381     5004      2476     2032        0             NA              0
 weee-3600-59-050-10          weee  3600  59  6478145   0.5        56     1  0.001   none      umdp    1  1800.03       ec    25.7344  6478144  61870   4   8   8  210018   1.06402   1772.49     1408.26     391.76       197       198  1772.45       1706.24   90077349     4.78456        180     3305      1859     1248        0             NA              0
  weee-1600-29-075-1          weee  1600  29  1279197  0.75         4     1  0.001   none      umdp    1  1800.01       ec     1.8725  1279196    992   4   8   8   41084   1.05352   1797.88     1792.56    7.43612        69        71  1797.87       1792.99  274615395    0.585573         55     1299       879      349        0             NA              0
  weee-4000-65-075-7          weee  4000  65  7997904  0.75        97     1  0.001   none      umdp    1  1800.06       ec     38.475  7997903  60514   4   8   8  282714    1.1104   1759.47     205.285    1594.72       566       567   1759.4       1533.14   73406039     9.07028        426     5345      2611     2167        0             NA              0
  weee-2400-41-050-2          weee  2400  41  2878782   0.5        19     1  0.001   none      umdp    1  1800.02       ec    6.55808  2878781  27040   4   8   8  100256   1.10696   1792.77     1649.09    150.912       339       341  1792.75       1744.35  142726071     2.32536        237     2536      1136     1059        0             NA              0
  weee-2400-41-075-8          weee  2400  41  2878785  0.75        16     1  0.001   none      umdp    1  1800.02       ec    6.38111  2878784  24246   4   8   8   99433   1.10301   1792.98     1749.08    50.9231       237       239  1792.96       1758.56  153154399     2.18073        196     2538      1339      960        0             NA              0
 study-2800-47-000-3         study  2800  47       61     0   3918540     1  0.001   none      umdp    1  1800.03       ec    4.03858       60     10   4   8   8      19        31   1794.44      1665.4    134.604        94        96   1794.4       1774.49   42182183     1.12496         84     1186      1016       74        0             NA              0
  weee-3600-59-050-9          weee  3600  59  6478137   0.5        64     1  0.001   none      umdp    1  1800.04       ec    26.1714  6478136  26549   4   8   8  231774   1.11718   1772.08     360.145    1439.86       758       760  1772.02       1532.27   80352661     7.95019        550     5128      2100     2268        0             NA              0
  weee-2400-41-100-6          weee  2400  41  2878792     1         9     1  0.001   none      umdp    1  1800.02       ec    6.57064  2878791  10561   4   8   8   80192  0.981346   1792.79     1787.11    12.8926        25        26  1792.77       1788.62  173527376    0.784384         25     1222       987      209        0             NA              0
  weee-3200-53-075-5          weee  3200  53  5118377  0.75        24     1  0.001   none      umdp    1  1800.03       ec    17.3393  5118376  34872   4   8   8  161927    1.0507   1781.39     1119.24    680.757       135       137  1781.35       1745.42  112302212     3.14439        124     2749      1728      884        0             NA              0
 study-1200-23-010-3         study  1200  23       57   0.1    719344     1  0.001   none      umdp    1     1800       ec   0.264893       56      9   4   8   8      17        31   1799.52     1415.35    20.9224        32        35  1799.51       1798.02  138057520    0.144406         32      424       366       23        0             NA              0
   weee-800-17-025-4          weee   800  17   319601  0.25         0     1  0.001   none      umdp    1     1800       ec   0.163266   319600    850   4   8   8    6975  0.868085   1799.78     1799.78   0.224761         0         1  1799.78       1799.78  471879852   0.0072006          1       67        59        7        0             NA              0
study-2400-41-010-10         study  2400  41       60   0.1   2878741     1  0.001   none      umdp    1  1800.02       ec    2.58541       59     11   4   8   8      19        31   1796.26     1771.29     18.602        71        73  1796.23       1783.72   48859638    0.878632         60     1034       893       68        0             NA              0
 weee-3600-59-025-10          weee  3600  59  6478145  0.25        56     1  0.001   none      umdp    1  1800.02       ec    25.6309  6478144  35969   4   8   8  210018   1.06402    1772.6     1613.75    186.267       215       216  1772.57       1702.61   92405182     4.13859        184     2791      1373     1202        0             NA              0
 study-2400-41-010-2         study  2400  41       62   0.1   2878739     1  0.001   none      umdp    1  1800.02       ec    2.54628       61      9   4   8   8      20        31   1796.24     94.3892    21.4654        77        79  1796.21       1782.97   50371236    0.846141         67      980       857       44        0             NA              0
  weee-2800-47-100-7          weee  2800  47  3918571     1        30     1  0.001   none      umdp    1  1800.03       ec    11.1572  3918570  32825   4   8   8  133815   1.10031   1787.91     1450.29    349.708       277       279  1787.88       1732.56  134872787     3.48072        216     3497      2047     1171        0             NA              0
  weee-1600-29-100-6          weee  1600  29  1279198     1         3     1  0.001   none      umdp    1  1800.01       ec    1.81637  1279197  11636   4   8   8   44332   1.10984   1797.93     832.868    29.6152       187       189  1797.92       1785.97  198048522    0.772408        136     1617       911      517        0             NA              0
 study-1200-23-000-7         study  1200  23       59     0    719342     1  0.001   none      umdp    1     1800       ec   0.258116       58     13   4   8   8      19        31   1799.53     706.671    2.21496        35        40  1799.52       1797.83  142878239    0.150561         33      443       375       28        0             NA              0
 weee-1200-23-025-10          weee  1200  23   719398  0.25         3     1  0.001   none      umdp    1     1800       ec   0.597541   719397   5746   4   8   8   19737  0.978801   1799.27     1798.98    1.02131         6         7  1799.26       1798.98  324990680    0.078825          6      316       227       82        0             NA              0
  weee-2800-47-075-1          weee  2800  47  3918579  0.75        22     1  0.001   none      umdp    1  1800.03       ec    10.8329  3918578  14762   4   8   8  134178   1.09855   1788.26     1314.38    485.625       319       320  1788.23       1726.79  128320527     3.29193        268     3111      1523     1268        0             NA              0
  weee-1600-29-100-7          weee  1600  29  1279198     1         3     1  0.001   none      umdp    1  1800.01       ec    1.87191  1279197   3229   4   8   8   38407   1.01765   1797.89     1788.21    11.7904        59        61  1797.88       1793.89  268437853    0.444645         54     1105       792      252        0             NA              0
 weee-4000-65-050-10          weee  4000  65  7997920   0.5        81     1  0.001   none      umdp    1  1800.04       ec    36.6401  7997919  63566   4   8   8  254456   1.05263   1761.28        1550        250       206       207  1761.22       1679.49   79139447     5.30575        180     3497      1950     1340        0             NA              0
 study-2000-35-010-1         study  2000  35       59   0.1   1998942     1  0.001   none      umdp    1  1800.01       ec    1.43953       58     11   4   8   8      18        31   1797.82     1785.87    14.1347        86        87   1797.8       1787.74   66471584    0.602054         66      853       703       63        0             NA              0
   weee-400-11-075-5          weee   400  11    79801  0.75         0     1  0.001   none      umdp    1  17.7447       ec  0.0268019    79800    632   4   8   8    2361   1.03687    17.705     8.84869   0.049372         2         4  17.7044       17.6948    6072590  0.00398479          3       85        68       13        0             NA              0
 study-1600-29-010-4         study  1600  29       57   0.1   1279144     1  0.001   none      umdp    1  1800.01       ec    0.76054       56     10   4   8   8      18        31   1798.81     1793.65    6.35229        56        57   1798.8        1794.5   83010726    0.318196         47      626       526       43        0             NA              0
 study-2400-41-000-7         study  2400  41       62     0   2878739     1  0.001   none      umdp    1  1800.02       ec    2.53646       61     14   4   8   8      19        31   1796.26     1778.52    21.4879        84        85  1796.22       1781.94   43512594    0.895667         77     1032       891       56        0             NA              0
   weee-400-11-025-8          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  8.85132       ec  0.0271042    79800    517   4   8   8    1831  0.896163   8.81117     4.40637  0.0418488         0         2  8.81057       8.80885    3124809   0.0016368          1       27        21        4        0             NA              0
 study-1200-23-000-3         study  1200  23       57     0    719344     1  0.001   none      umdp    1     1800       ec   0.275723       56     12   4   8   8      17        31   1799.51      514.41    2.67243        41        46   1799.5        1797.5  119788186     0.17143         36      474       392       36        0             NA              0
 study-2800-47-010-7         study  2800  47       59   0.1   3918542     1  0.001   none      umdp    1  1800.03       ec     4.1413       58     12   4   8   8      19        31   1794.03     1765.33    34.6782        97        98  1793.99       1771.12   35968886     1.35232         93     1238      1068       72        0             NA              0
  study-400-11-000-8         study   400  11       52     0     79749     1  0.001   none      umdp    1  235.022       ec  0.0153364       51     11   4   8   8      18        32   234.988     116.172    3.18508        28        30  234.988       234.871   42273542   0.0144046         21      137        96       11        0             NA              0
  weee-3600-59-100-2          weee  3600  59  6478145     1        56     1  0.001   none      umdp    1  1800.05       ec    26.5532  6478144  39361   4   8   8  218468   1.08736   1771.73     3.31298    1796.69       364       366  1771.67       1649.54   69305304     6.70816        295     4565      2614     1585        0             NA              0
 study-2000-35-010-4         study  2000  35       59   0.1   1998942     1  0.001   none      umdp    1  1800.01       ec     1.5447       58     12   4   8   8      19        31   1797.65     1788.81    11.1905        54        55  1797.63       1790.86   53996726    0.582875         49      802       697       50        0             NA              0
  weee-2400-41-050-4          weee  2400  41  2878785   0.5        16     1  0.001   none      umdp    1  1800.02       ec    6.75585  2878784  31130   4   8   8   88900   1.03755   1792.51     1778.84    21.1584        68        70  1792.49       1781.61  145423978     1.34033         60     1537       934      533        0             NA              0
 study-3200-53-010-3         study  3200  53       63   0.1   5118338     1  0.001   none      umdp    1  1800.04       ec    6.27283       62     15   4   8   8      21        31   1791.56     20.3522    48.6779       102       104  1791.52       1759.76   29315351     1.68636         96     1306      1142       60        0             NA              0
  study-800-17-010-6         study   800  17       55   0.1    319546     1  0.001   none      umdp    1     1800       ec  0.0722855       54      9   4   8   8      17        31   1799.86     535.758    2.77059        25        29  1799.86       1799.39  173106968   0.0509294         21      265       220       16        0             NA              0
  weee-2800-47-100-5          weee  2800  47  3918584     1        17     1  0.001   none      umdp    1  1800.03       ec    11.0138  3918583   4718   4   8   8  134434   1.10525   1788.01     1669.93    130.074       233       235  1787.98       1739.87  116932020     3.96141        200     3820      2337     1248        0             NA              0
   weee-800-17-025-2          weee   800  17   319601  0.25         0     1  0.001   none      umdp    1  1134.08       ec   0.180273   319600    365   4   8   8   10067   1.04106   1133.84     1133.44   0.635476        25        27  1133.84       1133.46  271167796   0.0545694         26      350       220      103        0             NA              0
 study-2800-47-000-8         study  2800  47       63     0   3918538     1  0.001   none      umdp    1  1800.03       ec    4.19277       62     11   4   8   8      20        31   1794.06     1647.63    32.0894        89        92  1794.02       1772.45   38517537     1.35458         84     1255      1068       95        0             NA              0
   weee-800-17-050-9          weee   800  17   319600   0.5         1     1  0.001   none      umdp    1     1800       ec   0.167046   319599    112   4   8   8    6549   0.84055   1799.78     185.202   0.246802         1         3  1799.78       1799.76  437178558  0.00718242          2       62        52        7        0             NA              0
 study-2400-41-000-2         study  2400  41       62     0   2878739     1  0.001   none      umdp    1  1800.02       ec    2.60687       61      8   4   8   8      20        31   1796.21     1768.57     31.431        75        77  1796.18       1783.02   47917902    0.883306         66     1003       873       53        0             NA              0
  study-800-17-000-6         study   800  17       55     0    319546     1  0.001   none      umdp    1     1800       ec  0.0702383       54     11   4   8   8      17        31   1799.87     306.292   0.576237        24        26  1799.86        1799.5  179230208   0.0444951         22      262       218       18        0             NA              0
 weee-1600-29-100-10          weee  1600  29  1279200     1         1     1  0.001   none      umdp    1  1800.01       ec    1.81566  1279199   9398   4   8   8   39733   1.04167   1797.94     1795.19    4.80897        34        35  1797.93       1795.38  253877108    0.511255         31     1325      1035      255        0             NA              0
  weee-1200-23-100-5          weee  1200  23   719400     1         1     1  0.001   none      umdp    1     1800       ec   0.587627   719399   2570   4   8   8   17147  0.910504   1799.28     1799.15   0.864651         2         3  1799.28       1799.14  325148869   0.0750877          2      369       328       38        0             NA              0
  weee-2000-35-075-9          weee  2000  35  1998992  0.75         9     1  0.001   none      umdp    1  1800.01       ec    3.71575  1998991   8835   4   8   8   65324   1.07328   1795.89     1781.46    18.5423       109       110  1795.87       1784.61  202289922     1.08996         92     1836      1200      526        0             NA              0
  weee-1600-29-050-3          weee  1600  29  1279195   0.5         6     1  0.001   none      umdp    1  1800.01       ec    1.81934  1279194   7462   4   8   8   37717   1.01595   1797.94     1784.91    15.0952        31        32  1797.93        1795.8  269111145    0.313109         31      768       538      198        0             NA              0
   weee-400-11-100-6          weee   400  11    79801     1         0     1  0.001   none      umdp    1  49.3722       ec  0.0244292    79800     21   4   8   8    2248  0.981995   49.3364     24.6335  0.0480196         3         5  49.3358       49.3238   19950468  0.00473496          4      115        98       12        0             NA              0
 study-1200-23-010-7         study  1200  23       59   0.1    719342     1  0.001   none      umdp    1     1800       ec   0.253874       58     11   4   8   8      19        31   1799.53     1466.79    2.37505        39        42  1799.53       1797.79  138129229     0.14107         33      416       339       35        0             NA              0
  weee-3600-59-075-3          weee  3600  59  6478127  0.75        74     1  0.001   none      umdp    1  1800.05       ec    26.3349  6478126   6361   4   8   8  216931   1.08062   1772.05     1462.03    337.974       309       310  1771.99       1672.86   90707253     5.65237        252     4154      2250     1594        0             NA              0
   weee-400-11-025-7          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  2.88608       ec  0.0258546    79800    806   4   8   8    2362   1.01333   2.84728     2.83552  0.0501317         2         4  2.84667        2.8355     957070  0.00275912          3       54        42        8        0             NA              0
