            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau     time  umdpAlg     ubTime       ub     lb  p1  p2  p3    disp  dispReal  umdpTime  timeLastEC      ecTtb  ecIterTb  ecNumAlt   ecTime  ecInsertTime    ecNodes      lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
  weee-3600-59-025-5          weee  3600  59  6478139  0.25        62     1  0.001   none      umdp    1  1800.03       ec     26.021  6478138  12746   4   8   8  184209  0.992356   1772.46     796.675    1003.38        21        22  1772.42       1764.71  123302103     1.63882         22     1397       962      413        0             NA              0
  weee-1200-23-075-8          weee  1200  23   719401  0.75         0     1  0.001   none      umdp    1     1800       ec   0.558991   719400   1405   4   8   8   18523  0.949079   1799.31     1799.12   0.886647         4         5  1799.31       1799.12  319207373   0.0559739          5      281       231       45        0             NA              0
   weee-800-17-050-3          weee   800  17   319601   0.5         0     1  0.001   none      umdp    1  1210.78       ec   0.170546   319600   2696   4   8   8    9694   1.02114   1210.55     605.481   0.547459        21        23  1210.55       1210.27  275308626    0.040833         18      324       229       72        0             NA              0
  weee-3200-53-050-8          weee  3200  53  5118364   0.5        37     1  0.001   none      umdp    1  1800.03       ec    16.0743  5118363  29467   4   8   8  178575   1.10506   1782.71     1626.55    173.452       485       486  1782.67       1670.22  123363511     4.62829        382     3946      1781     1679        0             NA              0
  weee-1200-23-050-3          weee  1200  23   719398   0.5         3     1  0.001   none      umdp    1     1800       ec   0.563196   719397   5403   4   8   8   23499   1.07397   1799.31     732.277    3.46805        74        76  1799.31       1796.66  279866263    0.209504         61      782       481      225        0             NA              0
  weee-2000-35-075-6          weee  2000  35  1998994  0.75         7     1  0.001   none      umdp    1  1800.01       ec    3.54866  1998993   1007   4   8   8   62788    1.0489   1796.07     1787.89    12.1064        66        68  1796.05       1789.07  179644647    0.803755         59     1505       992      445        0             NA              0
  weee-1200-23-050-6          weee  1200  23   719400   0.5         1     1  0.001   none      umdp    1     1800       ec   0.532799   719399   3288   4   8   8   19912  0.988611   1799.35     1798.85    1.14998        12        13  1799.34       1798.86  330062550   0.0933691         12      448       335      100        0             NA              0
 study-1200-23-010-1         study  1200  23       56   0.1    719345     1  0.001   none      umdp    1     1800       ec   0.248049       55     10   4   8   8      17        31   1799.55      1731.6    68.4019        39        41  1799.54       1797.85  153834950    0.150508         34      495       418       36        0             NA              0
  weee-3600-59-050-5          weee  3600  59  6478139   0.5        62     1  0.001   none      umdp    1  1800.04       ec    26.1896  6478138  55300   4   8   8  184209  0.992356   1772.21     1595.37    204.634        23        25  1772.17       1762.84  116955688     2.06621         22     1830      1407      398        0             NA              0
 weee-2800-47-025-10          weee  2800  47  3918581  0.25        20     1  0.001   none      umdp    1  1800.02       ec    10.5629  3918580  23967   4   8   8  114566   1.01032   1788.51     1778.97    21.0338        36        37  1788.49       1780.75  144732800     1.15223         35     1314       884      393        0             NA              0
   weee-800-17-100-5          weee   800  17   319601     1         0     1  0.001   none      umdp    1     1800       ec   0.168309   319600   2172   4   8   8   10479   1.08147   1799.78     1799.42   0.581674        24        25  1799.78       1799.43  435643027   0.0713102         24      610       481      104        0             NA              0
  weee-3200-53-075-8          weee  3200  53  5118364  0.75        37     1  0.001   none      umdp    1  1800.04       ec    16.3599  5118363  20141   4   8   8  178575   1.10506   1782.43     1607.55    192.456       485       486  1782.39       1662.12  116997747       5.274        366     4236      2024     1726        0             NA              0
  weee-2000-35-100-3          weee  2000  35  1998996     1         5     1  0.001   none      umdp    1  1800.01       ec    3.84955  1998995   6769   4   8   8   62486   1.03687   1795.69     1777.99     22.012       121       122  1795.67       1783.39  186083667     1.01678        104     1639      1076      441        0             NA              0
  weee-3600-59-075-4          weee  3600  59  6478145  0.75        56     1  0.001   none      umdp    1  1800.04       ec    25.8847  6478144  41696   4   8   8  220266   1.09472   1772.55     469.667    1330.34       359       360   1772.5       1658.14  104849923     5.97058        294     4253      2083     1810        0             NA              0
  weee-1200-23-100-4          weee  1200  23   719400     1         1     1  0.001   none      umdp    1     1800       ec    0.55071   719399   1106   4   8   8   17315   0.91158   1799.33      1799.2   0.805544         2         3  1799.32        1799.2  329732126   0.0672213          3      446       422       21        0             NA              0
   weee-400-11-050-7          weee   400  11    79801   0.5         0     1  0.001   none      umdp    1  3.35071       ec  0.0255294    79800    803   4   8   8    2362   1.01333   3.31255     1.65302  0.0493699         3         5  3.31199        3.3009    1089710  0.00299182          4       64        52        7        0             NA              0
  weee-1200-23-050-4          weee  1200  23   719400   0.5         1     1  0.001   none      umdp    1     1800       ec   0.563134   719399   4580   4   8   8   17315   0.91158   1799.31     1799.16   0.845335         3         4  1799.31       1799.16  324571490   0.0488607          4      269       228       37        0             NA              0
 study-2000-35-010-8         study  2000  35       59   0.1   1998942     1  0.001   none      umdp    1  1800.01       ec    1.37559       58     12   4   8   8      19        31   1797.92     279.476    10.6087        66        68   1797.9       1790.69   66339743    0.459084         58      747       627       52        0             NA              0
  weee-3600-59-050-2          weee  3600  59  6478145   0.5        56     1  0.001   none      umdp    1  1800.04       ec     25.103  6478144   1585   4   8   8  219000   1.08876   1773.26     2.08663    1797.92       363       364  1773.21       1657.01   74424683      5.7178        289     3989      1965     1660        0             NA              0
 study-4000-65-000-9         study  4000  65       60     0   7997941     1  0.001   none      umdp    1  1800.06       ec    12.1545       59     12   4   8   8      19        31   1783.45     224.627     91.484       122       126  1783.38       1725.11   25981208      2.8658        117     1788      1551      111        0             NA              0
   weee-800-17-075-5          weee   800  17   319601  0.75         0     1  0.001   none      umdp    1     1800       ec    0.16501   319600   1850   4   8   8   10479   1.08147   1799.79     569.684   0.551121        22        24  1799.78       1799.45  422798868   0.0635752         21      504       372      108        0             NA              0
   weee-400-11-100-2          weee   400  11    79801     1         0     1  0.001   none      umdp    1  9.13693       ec  0.0274774    79800    581   4   8   8    2410   1.02263   9.09701     4.54433  0.0573653         4         6   9.0964       9.07934    3165300  0.00669022          5      152       128       18        0             NA              0
  weee-1200-23-075-7          weee  1200  23   719398  0.75         3     1  0.001   none      umdp    1     1800       ec   0.588351   719397   6261   4   8   8   22100   1.03646   1799.29     1797.47    2.53478        46        47  1799.28        1797.6  308181730    0.154407         42      592       387      158        0             NA              0
  study-400-11-000-3         study   400  11       53     0     79748     1  0.001   none      umdp    1   215.41       ec   0.015209       52      9   4   8   8      16        32   215.377     107.057    1.31245        21        23  215.376       215.294   42643469   0.0116359         14      138       105       10        0             NA              0
  weee-3600-59-075-7          weee  3600  59  6478147  0.75        54     1  0.001   none      umdp    1  1800.04       ec    25.4165  6478146  43459   4   8   8  203803   1.04908   1772.86     1712.07    87.9346       119       120   1772.8       1732.02  104468820     4.13425        109     3122      1980     1022        0             NA              0
  weee-2000-35-050-9          weee  2000  35  1998992   0.5         9     1  0.001   none      umdp    1  1800.01       ec    3.74821  1998991   6314   4   8   8   65324   1.07328   1795.84     1784.18    15.8185       105       106  1795.82       1785.02  211491478    0.998529         92     1560       923      531        0             NA              0
