            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau       time  ubiTime  ubiIterToBest  ubiTtb  ubiAvgCons  ubiMinCons  ubiAvg  ubi  ubiReal  ubRbTime  ubRbIterToBest  ubrbTtb  ubRbAvgCons  ubRbMinCons  ubRbAvg  ubRb  ubRbReal     ubsTime  ubsSigma  ubsSubsetSize  ubsIter     ubsTtb  ubsBsIter  ubsIterToBest  ubsNumImproves  ubsNumColorCalls  ubsAvgColorTime     ubs   ubsReal
  weee-1200-23-050-5          weee  1200  23   719400   0.5         1     1  0.001    ubs        ub    1   0.878777       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.87872       1.5             34       68          0          0             -1               0                68          0.00163   17147   0.91050
  weee-2800-47-075-8          weee  2800  47  3918585  0.75        16     1  0.001    ubs        ub    1    13.4934       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.49337       1.5             70      140          0          0             -1               0               140          0.00266  132824   1.08873
  weee-2400-41-075-5          weee  2400  41  2878790  0.75        11     1  0.001    ubs        ub    1    8.00683       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.00677       1.5             61      122          0          0             -1               0               122          0.00168  102200   1.12486
 study-1600-29-010-7         study  1600  29       58   0.1   1279143     1  0.001    ubs        ub    1    1.29863       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.29859       1.5             43       86   0.850875         15              3               3               101          0.00162      23  36.00000
 weee-1200-23-100-10          weee  1200  23   719398     1         3     1  0.001    ubs        ub    1   0.753887       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.75384       1.5             34       68          0          0             -1               0                68          0.00140   19737   0.97880
  weee-2800-47-050-7          weee  2800  47  3918571   0.5        30     1  0.001    ubs        ub    1    13.7349       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.73488       1.5             70      140          0          0             -1               0               140          0.00165  133815   1.10031
  weee-4000-65-075-8          weee  4000  65  7997895  0.75       106     1  0.001    ubs        ub    1    43.9787       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    43.97865       1.5             97      194          0          0             -1               0               194          0.00178  293601   1.13997
   weee-800-17-050-1          weee   800  17   319601   0.5         0     1  0.001    ubs        ub    1    0.26742       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.26737       1.5             25       50          0          0             -1               0                50          0.00170    8243   0.94498
   weee-800-17-075-8          weee   800  17   319601  0.75         0     1  0.001    ubs        ub    1   0.298338       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.29829       1.5             25       50          0          0             -1               0                50          0.00170    8715   0.97488
   weee-800-17-075-1          weee   800  17   319601  0.75         0     1  0.001    ubs        ub    1   0.288961       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.28891       1.5             25       50          0          0             -1               0                50          0.00171    8243   0.94498
 study-3200-53-000-2         study  3200  53       59     0   5118342     1  0.001    ubs        ub    1    9.57822       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     9.57817       1.5             79      158     7.7458         15             73               3               173          0.00170      25  37.00000
  weee-2400-41-025-1          weee  2400  41  2878787  0.25        14     1  0.001    ubs        ub    1    8.10138       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.10134       1.5             61      122          0          0             -1               0               122          0.00148   87054   1.02686
 study-4000-65-010-7         study  4000  65       63   0.1   7997938     1  0.001    ubs        ub    1    18.0381       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    18.03800       1.5             97      194    12.5318         10              2               2               204          0.00185      27  38.00000
 study-800-17-000-10         study   800  17       55     0    319546     1  0.001    ubs        ub    1   0.200008       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.19996       1.5             25       50  0.0998418         10              2               2                60          0.00132      21  35.00000
 study-2000-35-000-7         study  2000  35       58     0   1998943     1  0.001    ubs        ub    1    2.24712       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.24707       1.5             52      104    1.49182         15              3               3               119          0.00142      24  36.00000
  weee-1600-29-100-8          weee  1600  29  1279196     1         5     1  0.001    ubs        ub    1    2.25727       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.25722       1.5             43       86          0          0             -1               0                86          0.00149   39314   1.03645
  weee-1600-29-100-9          weee  1600  29  1279196     1         5     1  0.001    ubs        ub    1    2.25548       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.25543       1.5             43       86          0          0             -1               0                86          0.00146   33579   0.94250
  weee-2800-47-075-4          weee  2800  47  3918573  0.75        28     1  0.001    ubs        ub    1    13.5801       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.58004       1.5             70      140          0          0             -1               0               140          0.00168  141426   1.12771
   weee-800-17-050-4          weee   800  17   319601   0.5         0     1  0.001    ubs        ub    1   0.270673       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.27062       1.5             25       50          0          0             -1               0                50          0.00138    6975   0.86808
  weee-3600-59-025-1          weee  3600  59  6478133  0.25        68     1  0.001    ubs        ub    1    29.5321       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.53202       1.5             88      176          0          0             -1               0               176          0.00172  238664   1.13772
study-3600-59-010-10         study  3600  59       59   0.1   6478142     1  0.001    ubs        ub    1    12.6239       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.62386       1.5             88      176    8.84473         10              2               2               186          0.00191      26  38.00000
  weee-1200-23-100-2          weee  1200  23   719401     1         0     1  0.001    ubs        ub    1   0.788586       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.78854       1.5             34       68          0          0             -1               0                68          0.00147   20401   0.99216
  weee-4000-65-100-3          weee  4000  65  7997907     1        94     1  0.001    ubs        ub    1    44.2013       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    44.20123       1.5             97      194          0          0             -1               0               194          0.00209  269334   1.08600
  weee-2800-47-025-2          weee  2800  47  3918567  0.25        34     1  0.001    ubs        ub    1    13.7636       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.76357       1.5             70      140    11.7317         17             40               1               157          0.00422  139429   1.11599
 study-4000-65-000-5         study  4000  65       61     0   7997940     1  0.001    ubs        ub    1    17.6735       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    17.67344       1.5             97      194    12.0112         10              2               2               204          0.00187      27  38.00000
 study-1200-23-010-2         study  1200  23       58   0.1    719343     1  0.001    ubs        ub    1   0.509297       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.50925       1.5             34       68    0.28018         15              3               3                83          0.00136      24  36.00000
   weee-400-11-100-4          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0731607       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07312       1.5             16       32          0          0             -1               0                32          0.00126    1990   0.92535
 study-4000-65-000-7         study  4000  65       63     0   7997938     1  0.001    ubs        ub    1    18.9819       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    18.98185       1.5             97      194    13.0885         10              2               2               204          0.00205      27  38.00000
  weee-3600-59-025-2          weee  3600  59  6478145  0.25        56     1  0.001    ubs        ub    1    284.108       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA   284.10804       1.5             88      176          0          0             -1               0               176          1.43754  219863   1.09090
 study-1600-29-000-7         study  1600  29       58     0   1279143     1  0.001    ubs        ub    1    1.31642       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.31637       1.5             43       86   0.857516         15              3               3               101          0.00171      23  36.00000
 study-2800-47-010-6         study  2800  47       59   0.1   3918542     1  0.001    ubs        ub    1    6.25311       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     6.25306       1.5             70      140    4.08543         10              2               2               150          0.00180      26  37.00000
 study-3600-59-000-1         study  3600  59       61     0   6478140     1  0.001    ubs        ub    1    13.4389       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.43882       1.5             88      176    9.38998         10              2               2               186          0.00211      27  37.00000
 study-3200-53-010-6         study  3200  53       61   0.1   5118340     1  0.001    ubs        ub    1    9.49719       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     9.49713       1.5             79      158    6.54261         10              2               2               168          0.00204      26  38.00000
  weee-4000-65-075-4          weee  4000  65  7997891  0.75       110     1  0.001    ubs        ub    1    42.5513       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    42.55121       1.5             97      194    35.5897         18              1               1               212          0.00197  286428   1.11834
  weee-3600-59-050-8          weee  3600  59  6478121   0.5        80     1  0.001    ubs        ub    1    29.6278       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.62774       1.5             88      176    25.0165         18              3               1               194          0.00180  222769   1.09768
 study-1600-29-000-5         study  1600  29       56     0   1279145     1  0.001    ubs        ub    1      1.336       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.33595       1.5             43       86   0.851915         10              2               2                96          0.00167      23  37.00000
  weee-3200-53-100-5          weee  3200  53  5118377     1        24     1  0.001    ubs        ub    1    1800.01       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA  1800.01165       1.5             79       73    1800.01         50             73               3               122         14.60609  161955   1.05079
  weee-3600-59-025-7          weee  3600  59  6478147  0.25        54     1  0.001    ubs        ub    1    30.1899       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    30.18985       1.5             88      176          0          0             -1               0               176          0.00186  203803   1.04908
  study-400-11-010-4         study   400  11       49   0.1     79752     1  0.001    ubs        ub    1  0.0749546       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07491       1.5             16       32  0.0373114         15              3               3                47          0.00114      18  34.00000
  weee-2800-47-075-6          weee  2800  47  3918579  0.75        22     1  0.001    ubs        ub    1     12.725       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.72492       1.5             70      140    10.6502         17              1               1               157          0.00149  118788   1.02772
 study-1600-29-010-1         study  1600  29       61   0.1   1279140     1  0.001    ubs        ub    1    1.24082       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.24077       1.5             43       86   0.756878         10              2               2                96          0.00146      25  36.00000
  weee-2000-35-075-4          weee  2000  35  1998996  0.75         5     1  0.001    ubs        ub    1    4.04655       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.04651       1.5             52      104          0          0             -1               0               104          0.00173   68462   1.10021
  weee-3600-59-050-1          weee  3600  59  6478133   0.5        68     1  0.001    ubs        ub    1    28.8049       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    28.80481       1.5             88      176          0          0             -1               0               176          0.00172  238664   1.13772
   weee-400-11-050-6          weee   400  11    79801   0.5         0     1  0.001    ubs        ub    1  0.0636692       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06363       1.5             16       32          0          0             -1               0                32          0.00107    2248   0.98199
 study-2000-35-010-9         study  2000  35       57   0.1   1998944     1  0.001    ubs        ub    1    2.22235       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.22231       1.5             52      104    1.58201         15             21               3               119          0.00136      24  37.00000
 study-2000-35-000-6         study  2000  35       59     0   1998942     1  0.001    ubs        ub    1    2.17951       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.17947       1.5             52      104    1.37303         10              2               2               114          0.00136      25  36.00000
  weee-1600-29-100-3          weee  1600  29  1279195     1         6     1  0.001    ubs        ub    1    2.22344       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.22340       1.5             43       86          0          0             -1               0                86          0.00141   37717   1.01595
  weee-2000-35-100-5          weee  2000  35  1998997     1         4     1  0.001    ubs        ub    1    4.56778       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.56774       1.5             52      104          0          0             -1               0               104          0.00480   70090   1.11100
  weee-1200-23-075-3          weee  1200  23   719398  0.75         3     1  0.001    ubs        ub    1   0.772555       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.77250       1.5             34       68          0          0             -1               0                68          0.00141   23499   1.07397
study-2800-47-010-10         study  2800  47       62   0.1   3918539     1  0.001    ubs        ub    1     5.8969       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.89685       1.5             70      140    3.85837         10              2               2               150          0.00161      27  37.00000
  weee-1600-29-075-4          weee  1600  29  1279197  0.75         4     1  0.001    ubs        ub    1    2.20533       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.20528       1.5             43       86          0          0             -1               0                86          0.00159   37411   1.00622
 study-1600-29-010-9         study  1600  29       59   0.1   1279142     1  0.001    ubs        ub    1     1.1603       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.16025       1.5             43       86   0.760234         15              3               3               101          0.00140      25  37.00000
  study-800-17-000-7         study   800  17       57     0    319544     1  0.001    ubs        ub    1   0.207642       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.20760       1.5             25       50   0.159533         15             30               3                65          0.00139      21  35.00000
   weee-800-17-100-7          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.240443       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.24040       1.5             25       50          0          0             -1               0                50          0.00120    9088   0.99286
   weee-400-11-100-8          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0737487       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07371       1.5             16       32          0          0             -1               0                32          0.00123    1831   0.89616
 study-1200-23-000-4         study  1200  23       56     0    719345     1  0.001    ubs        ub    1   0.578478       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.57843       1.5             34       68   0.291502         15              3               3                83          0.00160      22  36.00000
   weee-800-17-100-4          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.262571       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.26253       1.5             25       50          0          0             -1               0                50          0.00130    6975   0.86808
  weee-4000-65-050-5          weee  4000  65  7997903   0.5        98     1  0.001    ubs        ub    1    40.3774       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    40.37740       1.5             97      194    36.0139         18              1               1               212          0.00158  283739   1.11559
  study-400-11-000-2         study   400  11       52     0     79749     1  0.001    ubs        ub    1  0.0760451       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07600       1.5             16       32  0.0304785          5              1               1                37          0.00139      19  34.00000
  weee-4000-65-050-7          weee  4000  65  7997904   0.5        97     1  0.001    ubs        ub    1    1800.02       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA  1800.01874       1.5             97        1    1800.02         10              1               1                10        176.43378  294592   1.13496
   weee-400-11-075-6          weee   400  11    79801  0.75         0     1  0.001    ubs        ub    1  0.0631412       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06311       1.5             16       32          0          0             -1               0                32          0.00106    2248   0.98199
  weee-2400-41-050-8          weee  2400  41  2878785   0.5        16     1  0.001    ubs        ub    1    7.46263       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.46259       1.5             61      122          0          0             -1               0               122          0.00154   99433   1.10301
 study-1600-29-000-1         study  1600  29       61     0   1279140     1  0.001    ubs        ub    1    1.19126       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.19121       1.5             43       86   0.709925         10              2               2                96          0.00141      25  36.00000
   weee-400-11-050-2          weee   400  11    79801   0.5         0     1  0.001    ubs        ub    1  0.0732047       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07317       1.5             16       32          0          0             -1               0                32          0.00120    2410   1.02263
 study-2000-35-000-2         study  2000  35       58     0   1998943     1  0.001    ubs        ub    1    2.07286       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.07282       1.5             52      104    1.49074         15             20               3               119          0.00135      23  36.00000
 weee-2400-41-050-10          weee  2400  41  2878788   0.5        13     1  0.001    ubs        ub    1    7.46858       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.46853       1.5             61      122          0          0             -1               0               122          0.00139  103643   1.12160
  study-800-17-000-1         study   800  17       55     0    319546     1  0.001    ubs        ub    1   0.183408       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.18337       1.5             25       50   0.104266         15              9               3                65          0.00109      20  35.00000
  weee-3200-53-100-8          weee  3200  53  5118364     1        37     1  0.001    ubs        ub    1    18.7088       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    18.70880       1.5             79      158          0          0             -1               0               158          0.00147  178575   1.10506
  weee-1200-23-025-9          weee  1200  23   719399  0.25         2     1  0.001    ubs        ub    1   0.747162       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.74712       1.5             34       68   0.545614         15              1               1                83          0.00127   18331   0.93676
  weee-3200-53-075-9          weee  3200  53  5118362  0.75        39     1  0.001    ubs        ub    1    32.9442       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    32.94415       1.5             79      158    29.6847         18             34               1               176          0.07428  191712   1.14935
  weee-3600-59-025-8          weee  3600  59  6478121  0.25        80     1  0.001    ubs        ub    1    29.2597       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.25966       1.5             88      176    24.8674         18              3               1               194          0.00164  222769   1.09768
  study-400-11-010-7         study   400  11       50   0.1     79751     1  0.001    ubs        ub    1  0.0604833       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06045       1.5             16       32  0.0314541          5              7               1                37          0.00110      19  35.00000
  weee-4000-65-025-3          weee  4000  65  7997907  0.25        94     1  0.001    ubs        ub    1    41.3223       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    41.32222       1.5             97      194          0          0             -1               0               194          0.00181  269334   1.08600
 study-4000-65-000-4         study  4000  65       60     0   7997941     1  0.001    ubs        ub    1    17.0691       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    17.06902       1.5             97      194    12.7832         15             35               3               209          0.00155      26  38.00000
  study-400-11-010-5         study   400  11       51   0.1     79750     1  0.001    ubs        ub    1  0.0653648       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06532       1.5             16       32   0.024995          5              1               1                37          0.00120      18  34.00000
 weee-1600-29-025-10          weee  1600  29  1279200  0.25         1     1  0.001    ubs        ub    1    2.09504       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.09500       1.5             43       86          0          0             -1               0                86          0.00144   39733   1.04167
study-4000-65-000-10         study  4000  65       62     0   7997939     1  0.001    ubs        ub    1       17.3       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    17.29994       1.5             97      194     12.358         15              3               3               209          0.00171      28  38.00000
 weee-3600-59-100-10          weee  3600  59  6478145     1        56     1  0.001    ubs        ub    1    28.9183       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    28.91826       1.5             88      176    24.3789         17              1               1               193          0.00523  210018   1.06402
  weee-2000-35-100-4          weee  2000  35  1998996     1         5     1  0.001    ubs        ub    1    4.02054       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.02049       1.5             52      104          0          0             -1               0               104          0.00165   68462   1.10021
 study-4000-65-010-5         study  4000  65       61   0.1   7997940     1  0.001    ubs        ub    1    17.2714       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    17.27136       1.5             97      194    11.8084         10              2               2               204          0.00172      27  38.00000
 study-3600-59-000-8         study  3600  59       58     0   6478143     1  0.001    ubs        ub    1    12.4242       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.42411       1.5             88      176    9.43802         10             34               2               186          0.00150      24  37.00000
  weee-2800-47-100-6          weee  2800  47  3918579     1        22     1  0.001    ubs        ub    1    12.7673       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.76728       1.5             70      140    10.6711         17              1               1               157          0.00154  118788   1.02772
 study-4000-65-000-1         study  4000  65       62     0   7997939     1  0.001    ubs        ub    1    18.2705       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    18.27045       1.5             97      194    13.4383         10             18               2               204          0.00177      28  38.00000
  weee-400-11-025-10          weee   400  11    79801  0.25         0     1  0.001    ubs        ub    1  0.0722669       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07222       1.5             16       32          0          0             -1               0                32          0.00124    2044   0.94497
   weee-400-11-075-2          weee   400  11    79801  0.75         0     1  0.001    ubs        ub    1  0.0720168       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07197       1.5             16       32          0          0             -1               0                32          0.00121    2410   1.02263
  weee-3600-59-075-1          weee  3600  59  6478133  0.75        68     1  0.001    ubs        ub    1    28.5253       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    28.52529       1.5             88      176          0          0             -1               0               176          0.00153  238664   1.13772
 weee-3600-59-050-10          weee  3600  59  6478145   0.5        56     1  0.001    ubs        ub    1    29.7086       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.70857       1.5             88      176    24.6799         17              1               1               193          0.00639  210018   1.06402
  weee-1600-29-075-1          weee  1600  29  1279197  0.75         4     1  0.001    ubs        ub    1    2.14297       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.14293       1.5             43       86          0          0             -1               0                86          0.00144   41084   1.05352
  weee-4000-65-075-7          weee  4000  65  7997904  0.75        97     1  0.001    ubs        ub    1    1800.02       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA  1800.01848       1.5             97        1    1800.02         10              1               1                10        176.35529  294592   1.13496
  weee-2400-41-050-2          weee  2400  41  2878782   0.5        19     1  0.001    ubs        ub    1    7.64798       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.64794       1.5             61      122     7.0124         16             61               1               138          0.00151  100256   1.10696
  weee-2400-41-075-8          weee  2400  41  2878785  0.75        16     1  0.001    ubs        ub    1    7.49791       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.49786       1.5             61      122          0          0             -1               0               122          0.00139   99433   1.10301
 study-2800-47-000-3         study  2800  47       61     0   3918540     1  0.001    ubs        ub    1    5.90358       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.90354       1.5             70      140     4.7972         15             65               3               155          0.00139      25  37.00000
  weee-3600-59-050-9          weee  3600  59  6478137   0.5        64     1  0.001    ubs        ub    1    29.5138       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.51378       1.5             88      176          0          0             -1               0               176          0.00159  231774   1.11718
  weee-2400-41-100-6          weee  2400  41  2878792     1         9     1  0.001    ubs        ub    1    8.40437       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.40432       1.5             61      122          0          0             -1               0               122          0.00140   80192   0.98135
  weee-3200-53-075-5          weee  3200  53  5118377  0.75        24     1  0.001    ubs        ub    1    1800.01       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA  1800.01182       1.5             79       73    1800.01         50             73               3               122         14.59826  161955   1.05079
 study-1200-23-010-3         study  1200  23       57   0.1    719344     1  0.001    ubs        ub    1   0.464329       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.46429       1.5             34       68   0.258951         10              2               2                78          0.00130      22  36.00000
   weee-800-17-025-4          weee   800  17   319601  0.25         0     1  0.001    ubs        ub    1    0.25212       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.25208       1.5             25       50          0          0             -1               0                50          0.00127    6975   0.86808
study-2400-41-010-10         study  2400  41       60   0.1   2878741     1  0.001    ubs        ub    1    3.81631       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.81627       1.5             61      122     2.4695         10              2               2               132          0.00145      25  37.00000
 weee-3600-59-025-10          weee  3600  59  6478145  0.25        56     1  0.001    ubs        ub    1    28.4246       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    28.42451       1.5             88      176    23.9844         17              1               1               193          0.00525  210018   1.06402
 study-2400-41-010-2         study  2400  41       62   0.1   2878739     1  0.001    ubs        ub    1    3.69969       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.69965       1.5             61      122    2.36173         10              2               2               132          0.00135      26  37.00000
  weee-2800-47-100-7          weee  2800  47  3918571     1        30     1  0.001    ubs        ub    1    12.3761       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.37604       1.5             70      140          0          0             -1               0               140          0.00143  133815   1.10031
  weee-1600-29-100-6          weee  1600  29  1279198     1         3     1  0.001    ubs        ub    1    2.12856       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.12851       1.5             43       86          0          0             -1               0                86          0.00146   44332   1.10984
